"V1" "V2" "V3"
"109" "ABW" "KOR" "0"
"110" "ABW" "KWT" "0"
"111" "ABW" "LAO" "0"
"112" "ABW" "LBN" "0"
"113" "ABW" "LBR" "0"
"114" "ABW" "LBY" "0"
"115" "ABW" "LCA" "0"
"116" "ABW" "LKA" "0"
"117" "ABW" "LSO" "0"
"118" "ABW" "LTU" "0"
"119" "ABW" "LUX" "0"
"120" "ABW" "LVA" "0"
"121" "ABW" "MAC" "0"
"122" "ABW" "MAR" "0"
"123" "ABW" "MDA" "0"
"124" "ABW" "MDG" "0"
"125" "ABW" "MDV" "0"
"126" "ABW" "MEX" "0"
"127" "ABW" "MHL" "0"
"128" "ABW" "MKD" "0"
"129" "ABW" "MLI" "0"
"130" "ABW" "MLT" "0"
"131" "ABW" "MMR" "0"
"132" "ABW" "MNG" "0"
"133" "ABW" "MNP" "0"
"134" "ABW" "MOZ" "0"
"135" "ABW" "MRT" "0"
"136" "ABW" "MSR" "0"
"137" "ABW" "MTQ" "0"
"138" "ABW" "MUS" "0"
"139" "ABW" "MWI" "0"
"140" "ABW" "MYS" "0"
"141" "ABW" "NAM" "0"
"142" "ABW" "NCL" "0"
"143" "ABW" "NER" "0"
"144" "ABW" "NFK" "0"
"145" "ABW" "NGA" "0"
"146" "ABW" "NIC" "0"
"147" "ABW" "NIU" "0"
"148" "ABW" "NLD" "0"
"149" "ABW" "NOR" "0"
"150" "ABW" "NPL" "0"
"151" "ABW" "NRU" "0"
"152" "ABW" "NZL" "0"
"153" "ABW" "OMN" "0"
"154" "ABW" "PAK" "0"
"155" "ABW" "PAL" "0"
"156" "ABW" "PAN" "0"
"157" "ABW" "PCN" "0"
"158" "ABW" "PER" "0"
"159" "ABW" "PHL" "0"
"160" "ABW" "PLW" "0"
"161" "ABW" "PNG" "0"
"162" "ABW" "POL" "0"
"163" "ABW" "PRI" "0"
"164" "ABW" "PRK" "0"
"165" "ABW" "PRT" "0"
"166" "ABW" "PRY" "0"
"167" "ABW" "PYF" "0"
"168" "ABW" "QAT" "0"
"169" "ABW" "REU" "0"
"170" "ABW" "ROM" "0"
"171" "ABW" "RUS" "0"
"172" "ABW" "RWA" "0"
"173" "ABW" "SAU" "0"
"174" "ABW" "SDN" "0"
"175" "ABW" "SEN" "0"
"176" "ABW" "SGP" "0"
"177" "ABW" "SHN" "0"
"178" "ABW" "SLB" "0"
"179" "ABW" "SLE" "0"
"180" "ABW" "SLV" "0"
"181" "ABW" "SMR" "0"
"182" "ABW" "SOM" "0"
"183" "ABW" "SPM" "0"
"184" "ABW" "STP" "0"
"185" "ABW" "SUR" "0"
"186" "ABW" "SVK" "0"
"187" "ABW" "SVN" "0"
"188" "ABW" "SWE" "0"
"189" "ABW" "SWZ" "0"
"190" "ABW" "SYC" "0"
"191" "ABW" "SYR" "0"
"192" "ABW" "TCA" "0"
"193" "ABW" "TCD" "0"
"194" "ABW" "TGO" "0"
"195" "ABW" "THA" "0"
"196" "ABW" "TJK" "0"
"197" "ABW" "TKL" "0"
"198" "ABW" "TKM" "0"
"199" "ABW" "TMP" "0"
"200" "ABW" "TON" "0"
"201" "ABW" "TTO" "0"
"202" "ABW" "TUN" "0"
"203" "ABW" "TUR" "0"
"204" "ABW" "TUV" "0"
"205" "ABW" "TWN" "0"
"206" "ABW" "TZA" "0"
"207" "ABW" "UGA" "0"
"208" "ABW" "UKR" "0"
"209" "ABW" "URY" "0"
"210" "ABW" "USA" "0"
"211" "ABW" "UZB" "0"
"212" "ABW" "VCT" "0"
"213" "ABW" "VEN" "0"
"214" "ABW" "VGB" "0"
"215" "ABW" "VNM" "0"
"216" "ABW" "VUT" "0"
"217" "ABW" "WLF" "0"
"218" "ABW" "WSM" "0"
"219" "ABW" "YEM" "0"
"220" "ABW" "YUG" "0"
"221" "ABW" "ZAF" "0"
"222" "ABW" "ZAR" "0"
"223" "ABW" "ZMB" "0"
"224" "ABW" "ZWE" "0"
"225" "AFG" "ABW" "0"
"226" "AFG" "AFG" "0"
"227" "AFG" "AGO" "0"
"228" "AFG" "AIA" "0"
"229" "AFG" "ALB" "0"
"230" "AFG" "AND" "0"
"231" "AFG" "ANT" "0"
"232" "AFG" "ARE" "0"
"233" "AFG" "ARG" "0"
"234" "AFG" "ARM" "0"
"235" "AFG" "ATG" "0"
"236" "AFG" "AUS" "0"
"237" "AFG" "AUT" "0"
"238" "AFG" "AZE" "0"
"239" "AFG" "BDI" "0"
"240" "AFG" "BEL" "0"
"241" "AFG" "BEN" "0"
"242" "AFG" "BFA" "0"
"243" "AFG" "BGD" "0"
"244" "AFG" "BGR" "0"
"245" "AFG" "BHR" "0"
"246" "AFG" "BHS" "0"
"247" "AFG" "BIH" "0"
"248" "AFG" "BLR" "0"
"249" "AFG" "BLZ" "0"
"250" "AFG" "BMU" "0"
"251" "AFG" "BOL" "0"
"252" "AFG" "BRA" "0"
"253" "AFG" "BRB" "0"
"254" "AFG" "BRN" "0"
"255" "AFG" "BTN" "0"
"256" "AFG" "BWA" "0"
"257" "AFG" "CAF" "0"
"258" "AFG" "CAN" "0"
"259" "AFG" "CCK" "0"
"260" "AFG" "CHE" "0"
"261" "AFG" "CHL" "0"
"262" "AFG" "CHN" "1"
"263" "AFG" "CIV" "0"
"264" "AFG" "CMR" "0"
"265" "AFG" "COG" "0"
"266" "AFG" "COK" "0"
"267" "AFG" "COL" "0"
"268" "AFG" "COM" "0"
"269" "AFG" "CPV" "0"
"270" "AFG" "CRI" "0"
"271" "AFG" "CUB" "0"
"272" "AFG" "CXR" "0"
"273" "AFG" "CYM" "0"
"274" "AFG" "CYP" "0"
"275" "AFG" "CZE" "0"
"276" "AFG" "DEU" "0"
"277" "AFG" "DJI" "0"
"278" "AFG" "DMA" "0"
"279" "AFG" "DNK" "0"
"280" "AFG" "DOM" "0"
"281" "AFG" "DZA" "0"
"282" "AFG" "ECU" "0"
"283" "AFG" "EGY" "0"
"284" "AFG" "ERI" "0"
"285" "AFG" "ESH" "0"
"286" "AFG" "ESP" "0"
"287" "AFG" "EST" "0"
"288" "AFG" "ETH" "0"
"289" "AFG" "FIN" "0"
"290" "AFG" "FJI" "0"
"291" "AFG" "FLK" "0"
"292" "AFG" "FRA" "0"
"293" "AFG" "FRO" "0"
"294" "AFG" "FSM" "0"
"295" "AFG" "GAB" "0"
"296" "AFG" "GBR" "0"
"297" "AFG" "GEO" "0"
"298" "AFG" "GHA" "0"
"299" "AFG" "GIB" "0"
"300" "AFG" "GIN" "0"
"301" "AFG" "GLP" "0"
"302" "AFG" "GMB" "0"
"303" "AFG" "GNB" "0"
"304" "AFG" "GNQ" "0"
"305" "AFG" "GRC" "0"
"306" "AFG" "GRD" "0"
"307" "AFG" "GRL" "0"
"308" "AFG" "GTM" "0"
"309" "AFG" "GUF" "0"
"310" "AFG" "GUY" "0"
"311" "AFG" "HKG" "0"
"312" "AFG" "HND" "0"
"313" "AFG" "HRV" "0"
"314" "AFG" "HTI" "0"
"315" "AFG" "HUN" "0"
"316" "AFG" "IDN" "0"
"317" "AFG" "IND" "0"
"318" "AFG" "IRL" "0"
"319" "AFG" "IRN" "1"
"320" "AFG" "IRQ" "0"
"321" "AFG" "ISL" "0"
"322" "AFG" "ISR" "0"
"323" "AFG" "ITA" "0"
"324" "AFG" "JAM" "0"
"325" "AFG" "JOR" "0"
"326" "AFG" "JPN" "0"
"327" "AFG" "KAZ" "0"
"328" "AFG" "KEN" "0"
"329" "AFG" "KGZ" "0"
"330" "AFG" "KHM" "0"
"331" "AFG" "KIR" "0"
"332" "AFG" "KNA" "0"
"333" "AFG" "KOR" "0"
"334" "AFG" "KWT" "0"
"335" "AFG" "LAO" "0"
"336" "AFG" "LBN" "0"
"337" "AFG" "LBR" "0"
"338" "AFG" "LBY" "0"
"339" "AFG" "LCA" "0"
"340" "AFG" "LKA" "0"
"341" "AFG" "LSO" "0"
"342" "AFG" "LTU" "0"
"343" "AFG" "LUX" "0"
"344" "AFG" "LVA" "0"
"345" "AFG" "MAC" "0"
"346" "AFG" "MAR" "0"
"347" "AFG" "MDA" "0"
"348" "AFG" "MDG" "0"
"349" "AFG" "MDV" "0"
"350" "AFG" "MEX" "0"
"351" "AFG" "MHL" "0"
"352" "AFG" "MKD" "0"
"353" "AFG" "MLI" "0"
"354" "AFG" "MLT" "0"
"355" "AFG" "MMR" "0"
"356" "AFG" "MNG" "0"
"357" "AFG" "MNP" "0"
"358" "AFG" "MOZ" "0"
"359" "AFG" "MRT" "0"
"360" "AFG" "MSR" "0"
"361" "AFG" "MTQ" "0"
"362" "AFG" "MUS" "0"
"363" "AFG" "MWI" "0"
"364" "AFG" "MYS" "0"
"365" "AFG" "NAM" "0"
"366" "AFG" "NCL" "0"
"367" "AFG" "NER" "0"
"368" "AFG" "NFK" "0"
"369" "AFG" "NGA" "0"
"370" "AFG" "NIC" "0"
"371" "AFG" "NIU" "0"
"372" "AFG" "NLD" "0"
"373" "AFG" "NOR" "0"
"374" "AFG" "NPL" "0"
"375" "AFG" "NRU" "0"
"376" "AFG" "NZL" "0"
"377" "AFG" "OMN" "0"
"378" "AFG" "PAK" "1"
"379" "AFG" "PAL" "0"
"380" "AFG" "PAN" "0"
"381" "AFG" "PCN" "0"
"382" "AFG" "PER" "0"
"383" "AFG" "PHL" "0"
"384" "AFG" "PLW" "0"
"385" "AFG" "PNG" "0"
"386" "AFG" "POL" "0"
"387" "AFG" "PRI" "0"
"388" "AFG" "PRK" "0"
"389" "AFG" "PRT" "0"
"390" "AFG" "PRY" "0"
"391" "AFG" "PYF" "0"
"392" "AFG" "QAT" "0"
"393" "AFG" "REU" "0"
"394" "AFG" "ROM" "0"
"395" "AFG" "RUS" "0"
"396" "AFG" "RWA" "0"
"397" "AFG" "SAU" "0"
"398" "AFG" "SDN" "0"
"399" "AFG" "SEN" "0"
"400" "AFG" "SGP" "0"
"401" "AFG" "SHN" "0"
"402" "AFG" "SLB" "0"
"403" "AFG" "SLE" "0"
"404" "AFG" "SLV" "0"
"405" "AFG" "SMR" "0"
"406" "AFG" "SOM" "0"
"407" "AFG" "SPM" "0"
"408" "AFG" "STP" "0"
"409" "AFG" "SUR" "0"
"410" "AFG" "SVK" "0"
"411" "AFG" "SVN" "0"
"412" "AFG" "SWE" "0"
"413" "AFG" "SWZ" "0"
"414" "AFG" "SYC" "0"
"415" "AFG" "SYR" "0"
"416" "AFG" "TCA" "0"
"417" "AFG" "TCD" "0"
"418" "AFG" "TGO" "0"
"419" "AFG" "THA" "0"
"420" "AFG" "TJK" "1"
"421" "AFG" "TKL" "0"
"422" "AFG" "TKM" "1"
"423" "AFG" "TMP" "0"
"424" "AFG" "TON" "0"
"425" "AFG" "TTO" "0"
"426" "AFG" "TUN" "0"
"427" "AFG" "TUR" "0"
"428" "AFG" "TUV" "0"
"429" "AFG" "TWN" "0"
"430" "AFG" "TZA" "0"
"431" "AFG" "UGA" "0"
"432" "AFG" "UKR" "0"
"433" "AFG" "URY" "0"
"434" "AFG" "USA" "0"
"435" "AFG" "UZB" "1"
"436" "AFG" "VCT" "0"
"437" "AFG" "VEN" "0"
"438" "AFG" "VGB" "0"
"439" "AFG" "VNM" "0"
"440" "AFG" "VUT" "0"
"441" "AFG" "WLF" "0"
"442" "AFG" "WSM" "0"
"443" "AFG" "YEM" "0"
"444" "AFG" "YUG" "0"
"445" "AFG" "ZAF" "0"
"446" "AFG" "ZAR" "0"
"447" "AFG" "ZMB" "0"
"448" "AFG" "ZWE" "0"
"449" "AGO" "ABW" "0"
"450" "AGO" "AFG" "0"
"451" "AGO" "AGO" "0"
"452" "AGO" "AIA" "0"
"453" "AGO" "ALB" "0"
"454" "AGO" "AND" "0"
"455" "AGO" "ANT" "0"
"456" "AGO" "ARE" "0"
"457" "AGO" "ARG" "0"
"458" "AGO" "ARM" "0"
"459" "AGO" "ATG" "0"
"460" "AGO" "AUS" "0"
"461" "AGO" "AUT" "0"
"462" "AGO" "AZE" "0"
"463" "AGO" "BDI" "0"
"464" "AGO" "BEL" "0"
"465" "AGO" "BEN" "0"
"466" "AGO" "BFA" "0"
"467" "AGO" "BGD" "0"
"468" "AGO" "BGR" "0"
"469" "AGO" "BHR" "0"
"470" "AGO" "BHS" "0"
"471" "AGO" "BIH" "0"
"472" "AGO" "BLR" "0"
"473" "AGO" "BLZ" "0"
"474" "AGO" "BMU" "0"
"475" "AGO" "BOL" "0"
"476" "AGO" "BRA" "0"
"477" "AGO" "BRB" "0"
"478" "AGO" "BRN" "0"
"479" "AGO" "BTN" "0"
"480" "AGO" "BWA" "0"
"481" "AGO" "CAF" "0"
"482" "AGO" "CAN" "0"
"483" "AGO" "CCK" "0"
"484" "AGO" "CHE" "0"
"485" "AGO" "CHL" "0"
"486" "AGO" "CHN" "0"
"487" "AGO" "CIV" "0"
"488" "AGO" "CMR" "0"
"489" "AGO" "COG" "0"
"490" "AGO" "COK" "0"
"491" "AGO" "COL" "0"
"492" "AGO" "COM" "0"
"493" "AGO" "CPV" "0"
"494" "AGO" "CRI" "0"
"495" "AGO" "CUB" "0"
"496" "AGO" "CXR" "0"
"497" "AGO" "CYM" "0"
"498" "AGO" "CYP" "0"
"499" "AGO" "CZE" "0"
"500" "AGO" "DEU" "0"
"501" "AGO" "DJI" "0"
"502" "AGO" "DMA" "0"
"503" "AGO" "DNK" "0"
"504" "AGO" "DOM" "0"
"505" "AGO" "DZA" "0"
"506" "AGO" "ECU" "0"
"507" "AGO" "EGY" "0"
"508" "AGO" "ERI" "0"
"509" "AGO" "ESH" "0"
"510" "AGO" "ESP" "0"
"511" "AGO" "EST" "0"
"512" "AGO" "ETH" "0"
"513" "AGO" "FIN" "0"
"514" "AGO" "FJI" "0"
"515" "AGO" "FLK" "0"
"516" "AGO" "FRA" "0"
"517" "AGO" "FRO" "0"
"518" "AGO" "FSM" "0"
"519" "AGO" "GAB" "0"
"520" "AGO" "GBR" "0"
"521" "AGO" "GEO" "0"
"522" "AGO" "GHA" "0"
"523" "AGO" "GIB" "0"
"524" "AGO" "GIN" "0"
"525" "AGO" "GLP" "0"
"526" "AGO" "GMB" "0"
"527" "AGO" "GNB" "0"
"528" "AGO" "GNQ" "0"
"529" "AGO" "GRC" "0"
"530" "AGO" "GRD" "0"
"531" "AGO" "GRL" "0"
"532" "AGO" "GTM" "0"
"533" "AGO" "GUF" "0"
"534" "AGO" "GUY" "0"
"535" "AGO" "HKG" "0"
"536" "AGO" "HND" "0"
"537" "AGO" "HRV" "0"
"538" "AGO" "HTI" "0"
"539" "AGO" "HUN" "0"
"540" "AGO" "IDN" "0"
"541" "AGO" "IND" "0"
"542" "AGO" "IRL" "0"
"543" "AGO" "IRN" "0"
"544" "AGO" "IRQ" "0"
"545" "AGO" "ISL" "0"
"546" "AGO" "ISR" "0"
"547" "AGO" "ITA" "0"
"548" "AGO" "JAM" "0"
"549" "AGO" "JOR" "0"
"550" "AGO" "JPN" "0"
"551" "AGO" "KAZ" "0"
"552" "AGO" "KEN" "0"
"553" "AGO" "KGZ" "0"
"554" "AGO" "KHM" "0"
"555" "AGO" "KIR" "0"
"556" "AGO" "KNA" "0"
"557" "AGO" "KOR" "0"
"558" "AGO" "KWT" "0"
"559" "AGO" "LAO" "0"
"560" "AGO" "LBN" "0"
"561" "AGO" "LBR" "0"
"562" "AGO" "LBY" "0"
"563" "AGO" "LCA" "0"
"564" "AGO" "LKA" "0"
"565" "AGO" "LSO" "0"
"566" "AGO" "LTU" "0"
"567" "AGO" "LUX" "0"
"568" "AGO" "LVA" "0"
"569" "AGO" "MAC" "0"
"570" "AGO" "MAR" "0"
"571" "AGO" "MDA" "0"
"572" "AGO" "MDG" "0"
"573" "AGO" "MDV" "0"
"574" "AGO" "MEX" "0"
"575" "AGO" "MHL" "0"
"576" "AGO" "MKD" "0"
"577" "AGO" "MLI" "0"
"578" "AGO" "MLT" "0"
"579" "AGO" "MMR" "0"
"580" "AGO" "MNG" "0"
"581" "AGO" "MNP" "0"
"582" "AGO" "MOZ" "0"
"583" "AGO" "MRT" "0"
"584" "AGO" "MSR" "0"
"585" "AGO" "MTQ" "0"
"586" "AGO" "MUS" "0"
"587" "AGO" "MWI" "0"
"588" "AGO" "MYS" "0"
"589" "AGO" "NAM" "1"
"590" "AGO" "NCL" "0"
"591" "AGO" "NER" "0"
"592" "AGO" "NFK" "0"
"593" "AGO" "NGA" "0"
"594" "AGO" "NIC" "0"
"595" "AGO" "NIU" "0"
"596" "AGO" "NLD" "0"
"597" "AGO" "NOR" "0"
"598" "AGO" "NPL" "0"
"599" "AGO" "NRU" "0"
"600" "AGO" "NZL" "0"
"601" "AGO" "OMN" "0"
"602" "AGO" "PAK" "0"
"603" "AGO" "PAL" "0"
"604" "AGO" "PAN" "0"
"605" "AGO" "PCN" "0"
"606" "AGO" "PER" "0"
"607" "AGO" "PHL" "0"
"608" "AGO" "PLW" "0"
"609" "AGO" "PNG" "0"
"610" "AGO" "POL" "0"
"611" "AGO" "PRI" "0"
"612" "AGO" "PRK" "0"
"613" "AGO" "PRT" "0"
"614" "AGO" "PRY" "0"
"615" "AGO" "PYF" "0"
"616" "AGO" "QAT" "0"
"617" "AGO" "REU" "0"
"618" "AGO" "ROM" "0"
"619" "AGO" "RUS" "0"
"620" "AGO" "RWA" "0"
"621" "AGO" "SAU" "0"
"622" "AGO" "SDN" "0"
"623" "AGO" "SEN" "0"
"624" "AGO" "SGP" "0"
"625" "AGO" "SHN" "0"
"626" "AGO" "SLB" "0"
"627" "AGO" "SLE" "0"
"628" "AGO" "SLV" "0"
"629" "AGO" "SMR" "0"
"630" "AGO" "SOM" "0"
"631" "AGO" "SPM" "0"
"632" "AGO" "STP" "0"
"633" "AGO" "SUR" "0"
"634" "AGO" "SVK" "0"
"635" "AGO" "SVN" "0"
"636" "AGO" "SWE" "0"
"637" "AGO" "SWZ" "0"
"638" "AGO" "SYC" "0"
"639" "AGO" "SYR" "0"
"640" "AGO" "TCA" "0"
"641" "AGO" "TCD" "0"
"642" "AGO" "TGO" "0"
"643" "AGO" "THA" "0"
"644" "AGO" "TJK" "0"
"645" "AGO" "TKL" "0"
"646" "AGO" "TKM" "0"
"647" "AGO" "TMP" "0"
"648" "AGO" "TON" "0"
"649" "AGO" "TTO" "0"
"650" "AGO" "TUN" "0"
"651" "AGO" "TUR" "0"
"652" "AGO" "TUV" "0"
"653" "AGO" "TWN" "0"
"654" "AGO" "TZA" "0"
"655" "AGO" "UGA" "0"
"656" "AGO" "UKR" "0"
"657" "AGO" "URY" "0"
"658" "AGO" "USA" "0"
"659" "AGO" "UZB" "0"
"660" "AGO" "VCT" "0"
"661" "AGO" "VEN" "0"
"662" "AGO" "VGB" "0"
"663" "AGO" "VNM" "0"
"664" "AGO" "VUT" "0"
"665" "AGO" "WLF" "0"
"666" "AGO" "WSM" "0"
"667" "AGO" "YEM" "0"
"668" "AGO" "YUG" "0"
"669" "AGO" "ZAF" "0"
"670" "AGO" "ZAR" "1"
"671" "AGO" "ZMB" "1"
"672" "AGO" "ZWE" "0"
"673" "AIA" "ABW" "0"
"674" "AIA" "AFG" "0"
"675" "AIA" "AGO" "0"
"676" "AIA" "AIA" "0"
"677" "AIA" "ALB" "0"
"678" "AIA" "AND" "0"
"679" "AIA" "ANT" "0"
"680" "AIA" "ARE" "0"
"681" "AIA" "ARG" "0"
"682" "AIA" "ARM" "0"
"683" "AIA" "ATG" "0"
"684" "AIA" "AUS" "0"
"685" "AIA" "AUT" "0"
"686" "AIA" "AZE" "0"
"687" "AIA" "BDI" "0"
"688" "AIA" "BEL" "0"
"689" "AIA" "BEN" "0"
"690" "AIA" "BFA" "0"
"691" "AIA" "BGD" "0"
"692" "AIA" "BGR" "0"
"693" "AIA" "BHR" "0"
"694" "AIA" "BHS" "0"
"695" "AIA" "BIH" "0"
"696" "AIA" "BLR" "0"
"697" "AIA" "BLZ" "0"
"698" "AIA" "BMU" "0"
"699" "AIA" "BOL" "0"
"700" "AIA" "BRA" "0"
"701" "AIA" "BRB" "0"
"702" "AIA" "BRN" "0"
"703" "AIA" "BTN" "0"
"704" "AIA" "BWA" "0"
"705" "AIA" "CAF" "0"
"706" "AIA" "CAN" "0"
"707" "AIA" "CCK" "0"
"708" "AIA" "CHE" "0"
"709" "AIA" "CHL" "0"
"710" "AIA" "CHN" "0"
"711" "AIA" "CIV" "0"
"712" "AIA" "CMR" "0"
"713" "AIA" "COG" "0"
"714" "AIA" "COK" "0"
"715" "AIA" "COL" "0"
"716" "AIA" "COM" "0"
"717" "AIA" "CPV" "0"
"718" "AIA" "CRI" "0"
"719" "AIA" "CUB" "0"
"720" "AIA" "CXR" "0"
"721" "AIA" "CYM" "0"
"722" "AIA" "CYP" "0"
"723" "AIA" "CZE" "0"
"724" "AIA" "DEU" "0"
"725" "AIA" "DJI" "0"
"726" "AIA" "DMA" "0"
"727" "AIA" "DNK" "0"
"728" "AIA" "DOM" "0"
"729" "AIA" "DZA" "0"
"730" "AIA" "ECU" "0"
"731" "AIA" "EGY" "0"
"732" "AIA" "ERI" "0"
"733" "AIA" "ESH" "0"
"734" "AIA" "ESP" "0"
"735" "AIA" "EST" "0"
"736" "AIA" "ETH" "0"
"737" "AIA" "FIN" "0"
"738" "AIA" "FJI" "0"
"739" "AIA" "FLK" "0"
"740" "AIA" "FRA" "0"
"741" "AIA" "FRO" "0"
"742" "AIA" "FSM" "0"
"743" "AIA" "GAB" "0"
"744" "AIA" "GBR" "0"
"745" "AIA" "GEO" "0"
"746" "AIA" "GHA" "0"
"747" "AIA" "GIB" "0"
"748" "AIA" "GIN" "0"
"749" "AIA" "GLP" "0"
"750" "AIA" "GMB" "0"
"751" "AIA" "GNB" "0"
"752" "AIA" "GNQ" "0"
"753" "AIA" "GRC" "0"
"754" "AIA" "GRD" "0"
"755" "AIA" "GRL" "0"
"756" "AIA" "GTM" "0"
"757" "AIA" "GUF" "0"
"758" "AIA" "GUY" "0"
"759" "AIA" "HKG" "0"
"760" "AIA" "HND" "0"
"761" "AIA" "HRV" "0"
"762" "AIA" "HTI" "0"
"763" "AIA" "HUN" "0"
"764" "AIA" "IDN" "0"
"765" "AIA" "IND" "0"
"766" "AIA" "IRL" "0"
"767" "AIA" "IRN" "0"
"768" "AIA" "IRQ" "0"
"769" "AIA" "ISL" "0"
"770" "AIA" "ISR" "0"
"771" "AIA" "ITA" "0"
"772" "AIA" "JAM" "0"
"773" "AIA" "JOR" "0"
"774" "AIA" "JPN" "0"
"775" "AIA" "KAZ" "0"
"776" "AIA" "KEN" "0"
"777" "AIA" "KGZ" "0"
"778" "AIA" "KHM" "0"
"779" "AIA" "KIR" "0"
"780" "AIA" "KNA" "0"
"781" "AIA" "KOR" "0"
"782" "AIA" "KWT" "0"
"783" "AIA" "LAO" "0"
"784" "AIA" "LBN" "0"
"785" "AIA" "LBR" "0"
"786" "AIA" "LBY" "0"
"787" "AIA" "LCA" "0"
"788" "AIA" "LKA" "0"
"789" "AIA" "LSO" "0"
"790" "AIA" "LTU" "0"
"791" "AIA" "LUX" "0"
"792" "AIA" "LVA" "0"
"793" "AIA" "MAC" "0"
"794" "AIA" "MAR" "0"
"795" "AIA" "MDA" "0"
"796" "AIA" "MDG" "0"
"797" "AIA" "MDV" "0"
"798" "AIA" "MEX" "0"
"799" "AIA" "MHL" "0"
"800" "AIA" "MKD" "0"
"801" "AIA" "MLI" "0"
"802" "AIA" "MLT" "0"
"803" "AIA" "MMR" "0"
"804" "AIA" "MNG" "0"
"805" "AIA" "MNP" "0"
"806" "AIA" "MOZ" "0"
"807" "AIA" "MRT" "0"
"808" "AIA" "MSR" "0"
"809" "AIA" "MTQ" "0"
"810" "AIA" "MUS" "0"
"811" "AIA" "MWI" "0"
"812" "AIA" "MYS" "0"
"813" "AIA" "NAM" "0"
"814" "AIA" "NCL" "0"
"815" "AIA" "NER" "0"
"816" "AIA" "NFK" "0"
"817" "AIA" "NGA" "0"
"818" "AIA" "NIC" "0"
"819" "AIA" "NIU" "0"
"820" "AIA" "NLD" "0"
"821" "AIA" "NOR" "0"
"822" "AIA" "NPL" "0"
"823" "AIA" "NRU" "0"
